Country,Year,Status,Continent,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population
Solomon Islands,2004,Developing,Oceania,67.1,29,0,1.18,81,0,41.3,0,89,9,0.1,818.442619,458324
Solomon Islands,2003,Developing,Oceania,66.8,215,0,1.18,79,0,4.4,0,84,84,0.1,744.7657423,446769
Solomon Islands,2002,Developing,Oceania,66.5,22,0,1.08,75,0,39.6,0,78,78,0.1,784.9562874,435262
Solomon Islands,2001,Developing,Oceania,66.2,227,0,0.7,83,0,38.7,0,88,84,0.1,944.81684,423853
Solomon Islands,2000,Developing,Oceania,65.8,235,0,0.71,81,0,37.9,0,88,86,0.1,154.518572,41269
South Africa,2015,Developing,Africa,62.9,328,42,7.4,75,17,51.1,52,75,75,3.6,5769.77258,5511976.68
South Africa,2014,Developing,Africa,62,347,42,7.38,8,66,5.3,52,77,77,3.7,6479.625659,54146734.74
South Africa,2013,Developing,Africa,69,371,43,7.34,7,25,49.5,54,73,73,4.5,6876.953821,53311955.61
South Africa,2012,Developing,Africa,59.2,48,43,7.38,68,32,48.7,56,65,65,7.6,7548.163698,5256515.8
South Africa,2011,Developing,Africa,58.9,413,43,7.38,76,92,47.9,58,69,69,8.5,849.954224,51729345.36
South Africa,2010,Developing,Africa,58,428,43,7.28,71,12499,47.2,62,72,72,11,7362.76139,5979432.36
South Africa,2009,Developing,Africa,56.5,449,46,7.6,74,5857,46.4,70,75,76,19,5888.6284,5255813.11
South Africa,2008,Developing,Africa,55.3,473,50,8.19,76,39,45.7,75,77,79,23.5,5786.59972,49557573.3
South Africa,2007,Developing,Africa,54.5,486,51,8.48,83,31,45,79,79,82,26.4,6125.39984,48883844.99
South Africa,2006,Developing,Africa,54,496,54,8.5,83,81,44.3,82,79,82,28.1,5631.73485,4823384.48
South Africa,2005,Developing,Africa,53.8,498,55,8.69,79,615,43.6,84,75,79,29.5,5414.634326,476667.24
South Africa,2004,Developing,Africa,53.7,497,55,6.96,76,830,42.9,83,73,74,29.7,4863.51688,4717.99
South Africa,2003,Developing,Africa,54,485,55,6.93,71,244,42.2,82,7,69,28.9,3775.68275,46418193.9
South Africa,2002,Developing,Africa,54.9,459,54,7.04,72,1043,41.6,79,7,7,26.6,2518.398261,45855482.88
South Africa,2001,Developing,Africa,56,429,52,7.38,72,1166,4.9,76,71,71,24,2681.781,45312937
South Africa,2000,Developing,Africa,57.3,397,51,7.3,73,1459,4.1,73,71,73,21.3,337.2253,44896856
Spain,2015,Developed,Europe,82.8,56,1,0.01,97,115,66.6,1,97,97,0.1,25683.84565,46447697
Spain,2014,Developed,Europe,82.6,58,1,0.01,96,154,66,1,97,97,0.1,296.47225,4648882
Spain,2013,Developed,Europe,82.4,6,1,9.25,95,131,65.4,2,96,96,0.1,2921.9342,466245
Spain,2012,Developed,Europe,82,61,1,9.35,96,1204,64.8,2,97,97,0.1,28562.29324,4677355
Spain,2011,Developed,Europe,82.1,63,1,9.62,97,3802,64.1,2,97,97,0.1,31834.21816,46742697
Spain,2010,Developed,Europe,81.9,64,1,9.78,97,302,63.5,2,97,97,0.1,3736.228,46576897
Spain,2009,Developed,Europe,81.6,66,2,9.99,96,41,62.9,2,96,96,0.1,32333.4661,46362946
Spain,2008,Developed,Europe,81.3,7,2,10.24,97,297,62.3,2,97,97,0.1,35578.73619,4595416
Spain,2007,Developed,Europe,89,72,2,11.05,96,267,61.7,2,96,96,0.1,3279.414,4522683
Spain,2006,Developed,Europe,88,73,2,11.86,97,362,61.1,2,98,98,0.1,28482.6948,44397319
Spain,2005,Developed,Europe,81,77,2,11.92,96,22,6.5,2,96,96,0.1,2651.71745,43653155
Spain,2004,Developed,Europe,81,79,2,11.96,97,26,59.9,2,97,97,0.1,24918.64584,42921895
Spain,2003,Developed,Europe,79.4,83,2,12.09,81,256,59.3,2,99,98,0.1,21495.7741,42187645
Spain,2002,Developed,Europe,79.5,83,2,12.26,82,67,58.8,2,98,98,0.1,1719.53541,41431558
Spain,2001,Developed,Europe,79.4,84,2,9.86,83,0,58.2,2,95,96,0.1,15323.6114,485412
Spain,2000,Developed,Europe,79.1,86,2,11.12,77,152,57.6,2,95,95,0.1,14676.769,4567864
Sri Lanka,2015,Developing,Asia,74.9,138,3,2.47,99,1568,23.4,3,99,99,0.1,3844.89123,2966
Sri Lanka,2014,Developing,Asia,74.7,141,3,2.37,99,1686,22.7,3,99,99,0.1,382.54994,2771
Sri Lanka,2013,Developing,Asia,74.6,142,3,2.56,99,2107,21.9,3,99,99,0.1,361.289374,2585
Sri Lanka,2012,Developing,Asia,74.5,143,3,2.8,99,51,21.2,4,99,99,0.1,335.521375,2425
Sri Lanka,2011,Developing,Asia,74.5,141,3,3.03,99,60,2.5,4,99,99,0.1,322.992615,2271
Sri Lanka,2010,Developing,Asia,74.5,138,3,2.31,99,79,19.8,4,99,99,0.1,2819.511161,2119
Sri Lanka,2009,Developing,Asia,71.8,183,4,2.05,97,21,19.2,4,97,97,0.1,216.681584,19968
Sri Lanka,2008,Developing,Asia,72.3,172,4,2.1,98,33,18.5,4,98,98,0.1,254.489192,19817
Sri Lanka,2007,Developing,Asia,73.7,146,4,2.29,98,44,17.9,5,98,98,0.1,1644.816372,19668
Sri Lanka,2006,Developing,Asia,73.8,145,4,1.96,98,0,17.2,5,98,98,0.1,1448.7611,1952
Sri Lanka,2005,Developing,Asia,74.2,138,4,1.97,99,3,16.6,5,99,99,0.1,1259.87591,19373
Sri Lanka,2004,Developing,Asia,69.1,197,6,1.56,62,35,16.1,10,97,97,0.1,174.6692,19228
Sri Lanka,2003,Developing,Asia,73.9,146,5,1.69,32,65,15.6,5,98,99,0.1,989.4547732,1983
Sri Lanka,2002,Developing,Asia,73.7,149,5,1.62,28,139,15.1,5,98,98,0.1,873.1472436,18939
Sri Lanka,2001,Developing,Asia,72.7,16,5,1.68,31,309,14.6,6,98,98,0.1,837.699787,18797
Sri Lanka,2000,Developing,Asia,71.5,175,5,1.45,30,16527,14.1,6,99,99,0.1,875.412178,18655
Suriname,2015,Developing,South America,71.6,176,0,6.52,89,0,58.3,0,89,89,0.4,8818.982566,55328
Suriname,2014,Developing,South America,71.4,178,0,6.32,85,0,57.7,0,85,85,0.4,9564.46383,547928
Suriname,2013,Developing,South America,71.2,179,0,6.02,86,0,57,0,86,86,0.4,9484.56898,54254
Suriname,2012,Developing,South America,71.3,178,0,5.73,84,0,56.3,0,84,84,0.9,9272.413453,53777
Suriname,2011,Developing,South America,76,187,0,5.64,86,0,55.5,0,86,86,0.1,8318.97692,531589
Suriname,2010,Developing,South America,73,19,0,5.26,86,0,54.8,0,96,96,0.5,833.31332,52613
Suriname,2009,Developing,South America,70,196,0,5.13,87,0,54.1,0,85,87,0.6,7443.85178,52619
Suriname,2008,Developing,South America,69.8,196,0,4.94,84,0,53.3,0,85,85,1.2,6858.163158,515148
Suriname,2007,Developing,South America,69.5,22,0,4.72,84,0,52.6,0,84,84,0.8,5761.39536,5975
Suriname,2006,Developing,South America,69.3,199,0,4.52,84,0,51.8,0,84,84,0.6,527.92,5437
Suriname,2005,Developing,South America,68.9,25,0,4.47,83,0,51.1,0,84,83,0.6,3595.8855,498946
Suriname,2004,Developing,South America,68.3,214,0,4.55,82,0,5.4,0,84,85,0.9,36.48773,49363
Suriname,2003,Developing,South America,68,223,0,4.53,82,0,49.7,0,74,75,1,263.1399,488332
Suriname,2002,Developing,South America,67.9,221,0,4.41,81,0,49,0,74,73,1.6,2232.513244,48344
Suriname,2001,Developing,South America,67.7,219,0,4.23,80,0,48.3,0,65,68,1.8,1598.77512,47774
Suriname,2000,Developing,South America,67.4,224,0,4.29,80,0,47.6,0,7,71,0.4,1888.61829,47239
Swaziland,2015,Developing,Africa,58.9,373,2,0.01,98,0,32.3,3,84,9,7.1,3136.92511,131911
Swaziland,2014,Developing,Africa,58.4,382,2,0.01,98,0,31.8,3,98,98,7.3,3464.35169,129597
Swaziland,2013,Developing,Africa,57.6,393,2,0.01,98,0,31.2,3,98,98,9.8,3598.75972,1271456
Swaziland,2012,Developing,Africa,56.5,412,2,0.01,95,0,3.7,3,92,95,12.2,3851.51547,1248158
Swaziland,2011,Developing,Africa,55,438,2,5.2,91,0,3.2,3,85,91,15.7,3934.27325,1225258
Swaziland,2010,Developing,Africa,53.6,459,2,4.93,89,313,29.7,4,89,89,21.6,369.239336,122843
Swaziland,2009,Developing,Africa,52.6,46,3,4.9,88,26,29.3,4,89,88,33.7,332.517125,118675
Swaziland,2008,Developing,Africa,51.4,477,3,4.87,9,1,28.9,4,89,88,40.2,2842.438422,1158897
Swaziland,2007,Developing,Africa,50,51,3,5.55,92,0,28.5,4,88,87,40.7,347.48798,1138434
Swaziland,2006,Developing,Africa,47.8,564,3,5.53,93,0,28.2,4,88,87,43.7,2937.36723,112514
Swaziland,2005,Developing,Africa,46,63,3,5.08,95,0,27.8,4,88,86,49.1,2873.862141,115873
Swaziland,2004,Developing,Africa,45.6,69,3,5.78,93,0,27.4,4,88,86,50.3,2529.633557,19553
Swaziland,2003,Developing,Africa,45.9,6,3,5.65,9,350,27.1,4,87,85,50.6,22.99449,187392
Swaziland,2002,Developing,Africa,46.4,587,3,5.52,88,37,26.7,4,87,85,49.9,1324.996228,1893
Swaziland,2001,Developing,Africa,47.1,568,3,6.72,86,49,26.3,4,87,84,48.8,1437.634951,172927
Swaziland,2000,Developing,Africa,48.4,536,3,7.19,83,10,25.9,4,87,84,46.4,1637.4567,161468
Sweden,2015,Developed,Europe,82.4,53,0,7.3,67,22,59.5,0,98,98,0.1,5585.25847,9799186
Sweden,2014,Developed,Europe,82.3,54,0,7.3,67,26,59,0,98,98,0.1,5918.19898,969611
Sweden,2013,Developed,Europe,81.9,57,0,7.3,67,51,58.5,0,98,98,0.1,6283.24522,96379
Sweden,2012,Developed,Europe,81.7,57,0,7.4,53,30,58.1,0,98,98,0.1,57134.777,9519374
Sweden,2011,Developed,Europe,81.7,58,0,7.4,42,26,57.7,0,98,98,0.1,59593.28711,9449213
Sweden,2010,Developed,Europe,81.5,58,0,7.2,45,6,57.3,0,98,98,0.1,5276.25591,9378126
Sweden,2009,Developed,Europe,81.4,62,0,7.3,48,3,56.9,0,98,98,0.1,4627.592,9298515
Sweden,2008,Developed,Europe,81.1,62,0,6.9,61,25,56.5,0,98,98,0.1,55746.84238,9219637
Sweden,2007,Developed,Europe,89,63,0,6.9,57,1,56.1,0,98,98,0.1,53324.37937,914892
Sweden,2006,Developed,Europe,88,64,0,6.5,45,19,55.7,0,98,98,0.1,46256.4716,9855
Sweden,2005,Developed,Europe,85,66,0,6.5,41,13,55.3,0,98,98,0.1,4385.35315,929572
Sweden,2004,Developed,Europe,83,7,0,6.6,65,5,54.9,0,99,99,0.1,42442.2245,8993531
Sweden,2003,Developed,Europe,82,69,0,6.9,44,3,54.4,0,99,99,0.1,36961.42537,8958229
Sweden,2002,Developed,Europe,79.9,71,0,6.9,23,9,53.9,0,99,99,0.1,29571.7446,8924958
Sweden,2001,Developed,Europe,79.8,73,0,6.6,21,5,53.4,0,99,99,0.1,26969.24457,889596
Sweden,2000,Developed,Europe,79.6,73,0,6.2,20,59,52.8,0,99,99,0.1,29283.55,887219
Switzerland,2015,Developed,Europe,83.4,49,0,9.6,80,35,57.4,0,97,97,0.1,8989.8424,8282396
Switzerland,2014,Developed,Europe,83.2,51,0,9.61,78,23,57,0,96,96,0.1,85814.58857,8188649
Switzerland,2013,Developed,Europe,83,52,0,9.73,76,175,56.6,0,96,96,0.1,84658.88768,889346
Switzerland,2012,Developed,Europe,82.7,54,0,9.86,74,61,56.2,0,96,96,0.1,83164.38795,7996861
Switzerland,2011,Developed,Europe,82.6,55,0,9.99,72,621,55.8,0,96,96,0.1,87998.44468,7912398
Switzerland,2010,Developed,Europe,82.3,57,0,10.01,70,77,55.4,0,96,95,0.1,74276.71842,782499
Switzerland,2009,Developed,Europe,82.1,6,0,10.15,68,958,55,0,96,95,0.1,69672.471,7743831
Switzerland,2008,Developed,Europe,82,6,0,10.29,66,2022,54.6,0,96,95,0.1,72119.5687,7647675
Switzerland,2007,Developed,Europe,81.7,63,0,10.44,64,1015,54.1,0,94,94,0.1,63223.46778,7551117
Switzerland,2006,Developed,Europe,81.5,65,0,10.24,62,0,53.7,0,94,94,0.1,57348.92788,7483934
Switzerland,2005,Developed,Europe,81.1,66,0,10.15,60,60,53.2,0,94,94,0.1,54797.54663,7437115
Switzerland,2004,Developed,Europe,81,69,0,10.55,58,39,52.8,0,95,93,0.1,53255.97631,7389625
Switzerland,2003,Developed,Europe,85,72,0,10.82,56,574,52.3,0,95,93,0.1,4796.56497,73391
Switzerland,2002,Developed,Europe,84,74,0,10.85,54,0,51.8,0,95,93,0.1,41336.72192,7284753
Switzerland,2001,Developed,Europe,82,75,0,11.12,52,700,51.3,0,95,93,0.1,38538.64447,7229854
Switzerland,2000,Developed,Europe,79.7,78,0,11.26,50,0,5.8,0,95,93,0.1,37813.23426,718425
Tajikistan,2015,Developing,Asia,69.7,161,10,0.01,96,3,4.7,11,96,96,0.2,918.6771543,8548651
Tajikistan,2014,Developing,Asia,69.6,162,10,0.01,97,0,39.9,11,94,97,0.2,114.45919,8362745
Tajikistan,2013,Developing,Asia,69.3,163,10,0.01,96,1,39,11,97,96,0.2,14.214412,817789
Tajikistan,2012,Developing,Asia,68.8,164,10,0.01,94,16,38.2,12,96,94,0.2,954.725253,799562
Tajikistan,2011,Developing,Asia,68.1,166,10,0.32,96,1,37.4,12,97,96,0.2,834.5412953,7815949
Tajikistan,2010,Developing,Asia,67.3,171,10,0.32,93,0,36.6,12,95,93,0.2,738.3475227,764163
Tajikistan,2009,Developing,Asia,66.7,174,10,0.3,93,0,35.9,12,93,93,0.2,666.3458569,7472819
Tajikistan,2008,Developing,Asia,66.4,178,10,0.32,86,0,35.3,12,87,86,0.3,76.914128,739728
Tajikistan,2007,Developing,Asia,66.1,181,10,0.35,84,2,34.7,12,85,86,0.3,52.35956,7152385
Tajikistan,2006,Developing,Asia,65.9,183,10,0.38,88,3,34.1,12,76,83,0.3,44.2872665,7557
Tajikistan,2005,Developing,Asia,65.5,194,10,0.37,81,0,33.5,12,79,84,0.3,337.359236,6854176
Tajikistan,2004,Developing,Asia,65.9,177,11,0.38,81,4,33,13,82,86,0.3,39.281834,6712841
Tajikistan,2003,Developing,Asia,65.2,182,11,0.36,58,2144,32.5,14,82,85,0.3,236.314438,6576877
Tajikistan,2002,Developing,Asia,64.3,193,12,0.6,39,927,32.1,15,84,85,0.3,189.3878519,6447688
Tajikistan,2001,Developing,Asia,64,194,13,0.86,99,38,31.6,16,84,85,0.3,17.8159721,6327125
Tajikistan,2000,Developing,Asia,63.7,198,14,0.37,99,192,31.3,17,86,83,0.3,138.436633,621625
Thailand,2015,Developing,Asia,74.9,148,8,6.5,99,154,33.6,9,99,99,0.1,5814.863134,686576
Thailand,2014,Developing,Asia,74.6,152,8,6.41,99,0,32.4,10,99,99,0.1,5941.8471,68416772
Thailand,2013,Developing,Asia,74.5,153,9,6.5,99,2641,31.3,10,99,99,0.1,6171.262444,6814365
Thailand,2012,Developing,Asia,74.3,154,9,6.56,98,5197,3.1,11,99,99,0.1,5859.915622,67843979
Thailand,2011,Developing,Asia,74.1,155,10,6.07,98,3156,29,11,99,99,0.2,5491.159981,675313
Thailand,2010,Developing,Asia,73.9,158,10,5.95,98,2583,27.9,12,99,99,0.2,575.32176,672888
Thailand,2009,Developing,Asia,73.7,16,11,5.88,98,6071,26.8,12,99,99,0.3,4212.5492,66881867
Thailand,2008,Developing,Asia,73.5,162,11,5.92,98,7790,25.7,13,99,99,0.3,4378.68746,6654576
Thailand,2007,Developing,Asia,73.3,165,12,6.2,96,3893,24.6,14,98,98,0.4,3972.26475,66195615
Thailand,2006,Developing,Asia,73,168,13,6.18,96,3588,23.6,15,98,98,0.5,3368.952576,65824164
Thailand,2005,Developing,Asia,72.5,177,13,6.26,96,3526,22.6,15,98,98,0.5,2893.651356,6542547
Thailand,2004,Developing,Asia,71.6,189,14,6.17,96,4165,21.7,16,98,98,0.5,2659.83918,652231
Thailand,2003,Developing,Asia,71.7,189,15,6.14,96,4519,2.9,18,98,98,0.6,2358.93629,64554952
Thailand,2002,Developing,Asia,71.4,192,16,5.93,95,10315,2.2,19,97,96,0.7,296.54617,6473164
Thailand,2001,Developing,Asia,71.2,194,17,5.92,95,7319,19.4,20,97,96,0.8,1893.145377,63543322
Thailand,2000,Developing,Asia,71.1,194,18,5.88,95,4074,18.7,21,97,97,0.8,27.564826,6295821
Timor-Leste,2015,Developing,Asia,68.3,152,2,0.01,76,43,17.4,2,75,76,0.1,1161.76935,124977
Timor-Leste,2014,Developing,Asia,68,155,2,0.01,77,47,17,2,76,77,0.1,1153.51578,1212814
Timor-Leste,2013,Developing,Asia,67.7,158,2,0.01,82,4,16.6,2,82,82,0.1,117.765674,1184366
Timor-Leste,2012,Developing,Asia,67.4,159,2,0.01,83,16,16.2,2,83,83,0.1,1117.77724,115676
Timor-Leste,2011,Developing,Asia,67.2,161,2,0.5,67,763,15.8,3,66,67,0.1,114.56179,1131523
Timor-Leste,2010,Developing,Asia,66.9,163,2,0.1,72,50,15.5,3,72,72,0.1,849.8626972,119591
Timor-Leste,2009,Developing,Asia,66.6,165,2,0.09,72,10,15.1,3,78,72,0.1,757.3114436,19221
Timor-Leste,2008,Developing,Asia,66.2,168,2,0.06,79,0,14.7,3,79,79,0.1,643.71911,17811
Timor-Leste,2007,Developing,Asia,65.8,173,2,0.05,70,0,14.2,3,79,79,0.1,524.8959363,164973
Timor-Leste,2006,Developing,Asia,64.9,186,2,0.04,69,90,13.9,3,62,63,0.1,441.53226,148621
Timor-Leste,2005,Developing,Asia,63.7,26,3,0.36,72,203,13.5,3,55,55,0.1,478.331859,126484
Timor-Leste,2004,Developing,Asia,62.3,229,3,0.38,71,41,13.2,3,57,57,0.1,467.5438297,996698
Timor-Leste,2003,Developing,Asia,61,25,3,0.44,65,94,12.9,4,55,55,0.1,471.4565823,96852
Timor-Leste,2002,Developing,Asia,62,261,3,0.48,63,0,12.6,4,38,54,0.1,48.61552,923825
Timor-Leste,2001,Developing,Asia,59.4,269,3,0.5,64,0,12.3,4,32,52,0.1,56.4249869,892531
Timor-Leste,2000,Developing,Asia,58.7,276,3,0.5,74,0,11.9,4,24,51,0.1,422.28633,87167
Togo,2015,Developing,Africa,59.9,287,13,0.01,88,20,24.3,20,88,88,1,551.138346,741682
Togo,2014,Developing,Africa,59.7,285,13,0.01,87,577,23.7,20,85,87,1,62.1318489,7228915
Togo,2013,Developing,Africa,59.4,287,14,0.01,84,564,23.1,20,84,84,1.5,579.43485,742948
Togo,2012,Developing,Africa,58.9,294,14,0.01,84,238,22.6,21,84,84,1.7,563.6894247,6859482
Togo,2011,Developing,Africa,58.3,34,14,1.44,85,187,22,21,85,85,2.6,562.3393592,6679282
Togo,2010,Developing,Africa,57.4,323,14,1.21,83,120,21.4,21,83,83,3.8,487.9238913,652952
Togo,2009,Developing,Africa,56.7,336,14,1.24,78,425,2.9,22,78,78,4.3,499.6468713,633472
Togo,2008,Developing,Africa,56.2,344,14,1.33,24,187,2.4,22,78,81,4.8,513.391914,6161796
Togo,2007,Developing,Africa,55.9,344,14,1.37,33,8,19.8,22,72,82,5.1,42.764743,5997385
Togo,2006,Developing,Africa,55.7,345,15,1.37,32,26,19.3,22,85,84,5,377.33629,5837792
Togo,2005,Developing,Africa,55,357,15,1.14,35,38,18.9,22,8,82,5,372.1721837,5683268
Togo,2004,Developing,Africa,54.9,355,15,1.01,36,61,18.4,22,71,71,5.1,349.9937253,5534598
Togo,2003,Developing,Africa,54.7,355,15,1.02,21,295,17.9,22,72,72,5.2,31.437144,539141
Togo,2002,Developing,Africa,54.7,351,15,1,54,363,17.5,22,58,59,5.3,28.832123,5251472
Togo,2001,Developing,Africa,54.6,345,14,0.95,35,1833,17.1,22,51,5,5.3,26.6394652,511177
Togo,2000,Developing,Africa,54.6,339,14,1.1,24,3578,16.6,22,63,64,5.1,26.3932935,497367
Tonga,2015,Developing,Oceania,73.5,133,0,0.01,78,0,75.2,0,82,78,0.1,493.775387,16364
Tonga,2014,Developing,Oceania,73.3,135,0,0.01,8,0,74.8,0,82,8,0.1,4192.349758,15782
Tonga,2013,Developing,Oceania,73.2,137,0,0.01,82,0,74.3,0,84,82,0.1,4266.557174,15328
Tonga,2012,Developing,Oceania,73,138,0,0.01,77,0,73.8,0,79,77,0.1,451.542462,14951
Tonga,2011,Developing,Oceania,72.9,14,0,0.96,82,0,73.3,0,84,82,0.1,445.18866,14577
Tonga,2010,Developing,Oceania,72.8,142,0,1.24,82,0,72.7,0,84,82,0.1,3547.59975,14137
Tonga,2009,Developing,Oceania,72.5,147,0,1.08,84,0,72.1,0,86,84,0.1,37.846563,1364
Tonga,2008,Developing,Oceania,72.6,145,0,1.1,84,0,71.5,0,88,86,0.1,3392.64743,135
Tonga,2007,Developing,Oceania,72.5,146,0,2.05,87,0,7.8,0,88,87,0.1,2932.315883,12357
Tonga,2006,Developing,Oceania,72.4,148,0,1.79,89,0,7.1,0,89,88,0.1,2892.522663,11689
Tonga,2005,Developing,Oceania,72.3,15,0,1.57,89,0,69.4,0,9,89,0.1,2594.74999,1141
Tonga,2004,Developing,Oceania,72.2,151,0,1.8,9,0,68.6,0,91,9,0.1,2284.37858,146
Tonga,2003,Developing,Oceania,72,153,0,1.79,85,0,67.8,0,91,9,0.1,229.714718,99789
Tonga,2002,Developing,Oceania,71.9,155,0,1.51,88,0,67,0,85,84,0.1,1842.44421,99184
Tonga,2001,Developing,Oceania,71.8,157,0,1.35,91,4,66.2,0,91,89,0.1,1837.977391,98611
Tonga,2000,Developing,Oceania,71.6,158,0,1.24,93,0,65.5,0,91,91,0.1,263.27236,9882
Trinidad and Tobago,2015,Developing,North America,71.2,17,0,6.97,9,0,47.1,0,88,96,0.3,17321.83373,13692
Trinidad and Tobago,2014,Developing,North America,71.1,171,0,6.94,92,0,46,0,94,92,0.3,19325.24283,1354493
Trinidad and Tobago,2013,Developing,North America,71,172,0,6.71,92,0,45,0,94,92,0.3,1967.83283,1348248
Trinidad and Tobago,2012,Developing,North America,78,174,0,6.7,92,0,44,0,91,92,0.4,19152.531,1341588
Trinidad and Tobago,2011,Developing,North America,76,176,0,6.5,9,0,43,0,91,9,0.4,1953.9767,1334788
Trinidad and Tobago,2010,Developing,North America,74,179,0,6.5,9,0,42,0,91,9,0.4,16683.94578,13281
Trinidad and Tobago,2009,Developing,North America,71,183,0,6.37,9,0,41.1,0,9,9,0.2,1458.8796,1321618
Trinidad and Tobago,2008,Developing,North America,69.9,185,0,6.41,9,0,4.2,0,91,9,0.3,21188.11857,1315372
Trinidad and Tobago,2007,Developing,North America,69.7,187,0,6.37,89,0,39.3,0,9,88,0.7,1653.1844,13926
Trinidad and Tobago,2006,Developing,North America,69.6,188,0,6.35,89,0,38.4,0,89,92,0.6,1495.96337,133144
Trinidad and Tobago,2005,Developing,North America,69.5,189,0,6.12,95,0,37.6,0,95,95,0.5,12323.1275,1296934
Trinidad and Tobago,2004,Developing,North America,69.4,19,0,5.82,94,0,36.8,0,94,94,1,129.51914,129535
Trinidad and Tobago,2003,Developing,North America,69.3,191,0,5.53,76,0,36,1,91,91,0.5,884.518666,128452
Trinidad and Tobago,2002,Developing,North America,69.2,192,0,5.12,75,0,35.2,1,96,96,2,749.626612,1277837
Trinidad and Tobago,2001,Developing,North America,69.1,194,0,4.55,77,0,34.4,1,91,91,1.2,6935.721451,127238
Trinidad and Tobago,2000,Developing,North America,69.1,197,0,4.68,77,0,33.6,1,9,9,0.9,643.947262,1267984
Tunisia,2015,Developing,Africa,75.3,1,3,1.39,98,16,61.2,3,98,98,0.1,3828.91589,11273661
Tunisia,2014,Developing,Africa,75.1,12,3,1.39,98,15,6.2,3,98,98,0.1,4271.68172,1114398
Tunisia,2013,Developing,Africa,74.9,13,3,1.29,98,16,59.3,3,98,98,0.1,4199.47253,1114558
Tunisia,2012,Developing,Africa,74.9,13,3,1.3,97,48,58.3,3,97,97,0.1,4137.55421,1886668
Tunisia,2011,Developing,Africa,74.8,13,3,1.29,98,11,57.4,3,98,98,0.1,4256.91279,1761467
Tunisia,2010,Developing,Africa,74.8,12,3,1.28,98,1,56.5,3,98,98,0.1,414.15177,1639931
Tunisia,2009,Developing,Africa,74.7,12,3,1.4,99,1,55.6,3,99,99,0.1,4129.977335,1521834
Tunisia,2008,Developing,Africa,74.7,12,3,1.37,99,2,54.7,3,99,99,0.1,431.9326,147336
Tunisia,2007,Developing,Africa,74.6,12,3,1.24,98,4,53.9,4,98,98,0.1,3778.184171,129887
Tunisia,2006,Developing,Africa,74.4,12,3,1.46,99,3,53.1,4,99,99,0.1,3371.71231,1196136
Tunisia,2005,Developing,Africa,74.2,14,3,1.37,97,15,52.2,4,98,98,0.1,3194.562243,112482
Tunisia,2004,Developing,Africa,74,15,3,1.36,96,1,51.4,4,97,97,0.1,3112.83529,11761
Tunisia,2003,Developing,Africa,73.7,17,4,1.34,92,22,5.6,4,95,95,0.1,2761.969249,99396078
Tunisia,2002,Developing,Africa,73.5,19,4,1.17,93,98,49.7,5,96,96,0.1,2346.5937,98643286
Tunisia,2001,Developing,Africa,73.2,11,4,1.19,94,231,48.9,5,98,98,0.1,2254.933126,97857541
Tunisia,2000,Developing,Africa,72.9,112,4,1.21,94,47,48.1,5,97,97,0.1,2213.91488,96991957
Turkey,2015,Developing,Europe,75.8,16,15,1.32,97,342,66.1,18,97,97,0.1,1979.52569,78271472
Turkey,2014,Developing,Europe,75.5,17,16,1.45,96,565,65.3,19,96,96,0.1,12127.22522,77362568
Turkey,2013,Developing,Europe,75.2,19,17,1.41,97,7405,64.5,20,98,98,0.1,12542.93565,75787333
Turkey,2012,Developing,Europe,74.8,112,19,1.54,97,349,63.7,22,97,97,0.1,1172.3843,74569867
Turkey,2011,Developing,Europe,74.5,114,20,1.53,96,111,62.8,23,97,97,0.1,11341.13395,73494555
Turkey,2010,Developing,Europe,74.2,116,21,1.49,96,7,61.9,25,97,97,0.1,1672.5693,72326914
Turkey,2009,Developing,Europe,73.9,118,23,1.4,94,4,61.1,27,96,96,0.1,936.499911,71339185
Turkey,2008,Developing,Europe,73.5,121,25,1.39,92,0,6.2,29,96,96,0.1,185.68975,71144352
Turkey,2007,Developing,Europe,73.2,124,26,1.26,96,3,59.3,31,96,96,0.1,979.49246,6959728
Turkey,2006,Developing,Europe,72.8,126,28,1.29,82,34,58.5,34,96,96,0.1,834.869161,6876345
Turkey,2005,Developing,Europe,72.4,129,30,1.29,85,6200,57.6,36,96,96,0.1,7384.354661,6793465
Turkey,2004,Developing,Europe,72,132,33,1.35,77,8927,56.8,39,85,85,0.1,64.72953,6778557
Turkey,2003,Developing,Europe,71.6,135,35,1.42,68,5844,55.9,43,69,68,0.1,4718.51291,6685843
Turkey,2002,Developing,Europe,71.2,138,38,1.47,72,7823,55.1,46,78,78,0.1,366.57,6514354
Turkey,2001,Developing,Europe,78,14,41,1.49,77,30509,54.3,50,88,88,0.1,3119.63716,6419144
Turkey,2000,Developing,Europe,74,143,44,1.54,71,16244,53.5,54,85,85,0.1,4316.553895,6324121
Turkmenistan,2015,Developing,Central Asia,66.3,215,6,2.9,99,0,48.6,7,99,99,0.1,6432.668768,5565284
Turkmenistan,2014,Developing,Central Asia,66,217,7,2.9,97,0,47.7,8,98,98,0.1,7962.365824,5466241
Turkmenistan,2013,Developing,Central Asia,65.4,228,7,2.93,98,0,46.7,8,98,98,0.1,734.42525,5366277
